Ensembl ID;Genes;Transcript Start;Transcript End;Chromosome;CCDS.ID;RefSeq
ENSMUST00000020397;Snrpd3;75517551;75537381;10;CCDS23926;NM_026095
ENSMUST00000020420;Ap3d1;80706956;80742264;10;CCDS35984;NM_007460
ENSMUST00000020444;Llph;120227070;120232582;10;CCDS24206;NM_025431
ENSMUST00000020449;Helb;120083608;120112987;10;CCDS24203;NM_080446
ENSMUST00000020478;Hcfc2;82699007;82742428;10;CCDS36014;NM_001081218
ENSMUST00000020490;Wdr82;106170928;106191139;9;CCDS40754;NM_029896
ENSMUST00000020504;Hint1;54866383;54870501;11;CCDS24702;NM_008248
ENSMUST00000020513;Papolg;23862646;23895253;11;CCDS24481;NM_172555
ENSMUST00000020523;Pex13;23646479;23665959;11;CCDS24478;NM_023651
ENSMUST00000020608;Ppp2ca;52098681;52127778;11;CCDS24666;NM_019411
ENSMUST00000020630;Hspa4;53259814;53300457;11;CCDS24674;NM_008300
ENSMUST00000020634;Mapk9;49846753;49886421;11;CCDS24623;NM_207692
ENSMUST00000020637;Canx;50294467;50325673;11;CCDS24633;
ENSMUST00000020643;Rufy1;50389286;50431125;11;CCDS24635;NM_172557
ENSMUST00000020653;Sar1b;51763687;51791925;11;CCDS24661;NM_025535
ENSMUST00000020665;Med7;46436952;46441527;11;CCDS36134;NM_001104530
ENSMUST00000020705;Pes1;3963975;3980004;11;CCDS24372;NM_022889
ENSMUST00000020719;2310033P09Rik;59208321;59210738;11;CCDS24764;NM_024210
ENSMUST00000020741;Drg1;3249907;3266393;11;CCDS24355;NM_007879
ENSMUST00000020749;Mtif2;29526448;29545279;11;CCDS24496;"NM_001282119; NM_001282118"
ENSMUST00000020756;Pnpt1;29130748;29161828;11;CCDS24490;NM_027869
ENSMUST00000020776;Ccdc117;5528887;5542187;11;CCDS24401;NM_134033
ENSMUST00000020801;Smg8;87077732;87086774;11;CCDS25207;NM_024262
ENSMUST00000020820;Mrpl22;58171661;58179565;11;CCDS24724;NM_175001
ENSMUST00000020822;Cnot8;58104153;58118594;11;CCDS24722;"NM_026949; NM_001363084"
ENSMUST00000020831;Fam114a2;57482993;57518617;11;CCDS24717;"NM_001168667; NM_026342"
ENSMUST00000020835;Ppm1d;85311244;85347066;11;CCDS25194;NM_016910
ENSMUST00000020851;Cox11;90638173;90644931;11;CCDS25243;NM_199008
ENSMUST00000020856;Bzw2;36091835;36156825;12;CCDS25884;NM_025840
ENSMUST00000020877;Twistnb;33429635;33441392;12;CCDS25877;NM_172253
ENSMUST00000020930;Gna13;109362831;109401369;11;CCDS25577;NM_010303
ENSMUST00000020959;Rnaseh1;28649602;28659589;12;CCDS25852;"NM_011275; NM_001286865"
ENSMUST00000020962;Ubxn2a;4879032;4907705;12;CCDS25795;NM_145441
ENSMUST00000020986;Dnajc27;4082583;4110606;12;CCDS25786;NM_153082
ENSMUST00000021001;Rab10;3247428;3309969;12;CCDS25782;NM_016676
ENSMUST00000021046;Ddx42;106216926;106249139;11;CCDS48956;NM_028074
ENSMUST00000021048;Ftsj3;106249142;106256079;11;CCDS25552;NM_025310
ENSMUST00000021049;Psmc5;106256154;106263120;11;CCDS25553;NM_008950
ENSMUST00000021063;Psmd12;107479484;107498173;11;CCDS25568;NM_025894
ENSMUST00000021085;Nup85;115564434;115583985;11;CCDS25640;NM_001002929
ENSMUST00000021091;Pafah1b1;74673949;74724670;11;CCDS25035;NM_013625
ENSMUST00000021134;Tsen54;115814724;115823094;11;CCDS25648;NM_029557
ENSMUST00000021135;Ncbp3;73047783;73089317;11;CCDS24994;NM_025818
ENSMUST00000021157;Med31;72211724;72215592;11;CCDS24981;NM_026068
ENSMUST00000021173;Mfsd11;116853820;116875635;11;CCDS25681;NM_178620
ENSMUST00000021183;Eral1;78073376;78080383;11;CCDS48856;NM_022313
ENSMUST00000021197;Blmh;76945504;76987379;11;CCDS25073;NM_178645
ENSMUST00000021203;Timm22;76407143;76416292;11;CCDS25065;NM_019818
ENSMUST00000021239;Lrrc59;94629767;94645216;11;CCDS25261;NM_133807
ENSMUST00000021296;Tmem101;102152546;102156404;11;CCDS25489;NM_029649
ENSMUST00000021297;Lsm12;102162497;102185296;11;CCDS25490;NM_172947
ENSMUST00000021313;Dcakd;102994047;103017168;11;CCDS25510;NM_026551
ENSMUST00000021314;Nmt1;103028346;103068912;11;CCDS25511;NM_008707
ENSMUST00000021329;Gosr2;103676849;103697898;11;CCDS25521;"NM_019650; NM_001362852; NM_001362854"
ENSMUST00000021335;Scfd1;51377580;51450101;12;CCDS36439;NM_029825
ENSMUST00000021338;Ap4s1;51691037;51738932;12;CCDS36441;NM_021710
ENSMUST00000021339;Dtd2;51997507;52006501;12;CCDS25903;NM_029545
ENSMUST00000021345;Gtf2a1;91555262;91590009;12;CCDS26089;NM_031391
ENSMUST00000021356;Dnaaf2;69189087;69198429;12;CCDS25948;NM_027269
ENSMUST00000021362;Klhdc2;69296722;69310687;12;CCDS25950;NM_027117
ENSMUST00000021375;Sec23a;58958383;59012017;12;CCDS25931;"NM_009147; NM_001361956"
ENSMUST00000021380;Trappc6b;59043092;59061461;12;CCDS25932;"NM_001306218; NM_030057"
ENSMUST00000021405;Polr2h;20717665;20722267;16;CCDS28058;NM_145632
ENSMUST00000021410;Ppp2r3c;55278991;55302998;12;CCDS36450;NM_021529
ENSMUST00000021412;Psma6;55398775;55418454;12;CCDS25917;NM_011968
ENSMUST00000021416;Mbip;56328303;56345894;12;CCDS25920;NM_145442
ENSMUST00000021425;Ahsa1;87266698;87273979;12;CCDS26075;NM_146036
ENSMUST00000021428;Snw1;87449910;87472274;12;CCDS49121;NM_025507
ENSMUST00000021447;Ppp2r5e;75450881;75596200;12;CCDS25983;NM_012024
ENSMUST00000021467;Sav1;69965012;69987002;12;CCDS25956;NM_022028
ENSMUST00000021471;Tmx1;70453095;70468040;12;CCDS25958;NM_028339
ENSMUST00000021479;Actr10;70937857;70964718;12;CCDS25960;NM_019785
ENSMUST00000021512;Dhrs7;72650353;72664909;12;CCDS49086;NM_025522
ENSMUST00000021514;Ppm1a;72761211;72799819;12;CCDS25970;NM_008910
ENSMUST00000021536;Atp6v1d;78840725;78861638;12;CCDS26002;NM_023721
ENSMUST00000021547;Zfyve26;79232346;79296304;12;CCDS36481;NM_001008550
ENSMUST00000021559;Erh;80634022;80644341;12;CCDS36483;NM_007951
ENSMUST00000021567;Pcnx;81860030;82000924;12;CCDS26025;NM_018814
ENSMUST00000021572;Wdr37;8802995;8871044;13;CCDS26232;NM_172445
ENSMUST00000021595;Psmc1;100110154;100123405;12;CCDS36522;NM_008947
ENSMUST00000021596;Nrde2;100125452;100159648;12;CCDS70414;"NM_183155; NM_001290303"
ENSMUST00000021606;Atxn3;101918901;101958246;12;CCDS26115;NM_029705
ENSMUST00000021666;Abcd4;84602653;84617370;12;CCDS26047;NM_008992
ENSMUST00000021667;Isca2;84773251;84775085;12;CCDS49111;NM_028863
ENSMUST00000021669;Fcf1;84970897;84983303;12;CCDS49113;NM_028632
ENSMUST00000021692;Yy1;108792973;108820148;12;CCDS26163;NM_009537
ENSMUST00000021714;Zfyve21;111814170;111828386;12;CCDS56865;NM_026752
ENSMUST00000021761;Trim27;21179931;21194723;13;CCDS36607;NM_009054
ENSMUST00000021772;Mrs2;24987483;25020379;13;CCDS26385;NM_001013389
ENSMUST00000021785;Exoc2;30813919;30974054;13;CCDS26420;NM_025588
ENSMUST00000021800;Mcur1;43538393;43560161;13;CCDS36645;NM_001081059
ENSMUST00000021803;Nup153;46679905;46727940;13;CCDS26486;NM_175749
ENSMUST00000021832;Wrnip1;32802038;32822609;13;CCDS26427;NM_030215
ENSMUST00000021857;Fars2;36117412;36537593;13;CCDS26453;NM_024274
ENSMUST00000021864;Ssr1;37971401;37994217;13;CCDS26459;NM_025965
ENSMUST00000021866;Riok1;38036995;38061433;13;CCDS26461;NM_024242
ENSMUST00000021920;Sptlc1;53332748;53377397;13;CCDS26521;NM_009269
ENSMUST00000021937;Zfp346;55105327;55134825;13;CCDS26539;NM_012017
ENSMUST00000021940;Lman2;55343833;55362783;13;CCDS26544;NM_025828
ENSMUST00000021956;Ddx41;55530410;55536658;13;CCDS26549;NM_134059
ENSMUST00000021957;Fam193b;55539316;55571120;13;CCDS36678;NM_145382
ENSMUST00000021959;Txndc15;55714650;55726227;13;CCDS26553;NM_175150
ENSMUST00000021990;Ptdss1;66932830;66998401;13;CCDS26612;NM_008959
ENSMUST00000022009;Cetn3;81783077;81797155;13;CCDS26663;NM_007684
ENSMUST00000022030;Ccnh;85189408;85213723;13;CCDS26666;NM_023243
ENSMUST00000022038;Naa35;59585295;59635922;13;CCDS26575;NM_030153
ENSMUST00000022060;Pdcd6;74303509;74317321;13;CCDS26642;NM_011051
ENSMUST00000022063;Ccdc127;74350309;74365783;13;CCDS26644;"NM_001168659; NM_024201"
ENSMUST00000022089;Med10;69809841;69816104;13;CCDS26625;NM_138596
ENSMUST00000022098;Mrpl36;73330988;73332178;13;CCDS26631;NM_053163
ENSMUST00000022102;Clptm1l;73604006;73620605;13;CCDS56894;NM_146047
ENSMUST00000022147;Smn1;100124852;100137690;13;CCDS26725;"NM_011420; NM_001252629"
ENSMUST00000022148;Mccc2;99948533;100015639;13;CCDS36764;NM_030026
ENSMUST00000022153;Ptcd2;99319647;99344705;13;CCDS26721;NM_026873
ENSMUST00000022189;Aggf1;95350683;95375352;13;CCDS26697;NM_025630
ENSMUST00000022196;Ap3b1;94358960;94566317;13;CCDS26693;NM_009680
ENSMUST00000022203;Dimt1;106947159;106959760;13;CCDS26758;NM_025447
ENSMUST00000022204;Kif2a;106958996;107022118;13;CCDS49356;NM_001145779
ENSMUST00000022226;Ppwd1;104205124;104228822;13;CCDS26748;NM_172807
ENSMUST00000022245;Mrps30;118378381;118387252;13;CCDS26794;NM_021556
ENSMUST00000022256;Psmd6;14112174;14120984;14;CCDS26824;NM_025550
ENSMUST00000022293;Vdac2;21831269;21845879;14;CCDS26867;NM_011695
ENSMUST00000022296;Ube2e1;18282722;18331859;14;CCDS26837;NM_009455
ENSMUST00000022310;Ngly1;16249280;16311926;14;CCDS26832;NM_021504
ENSMUST00000022322;Glud1;34310727;34345265;14;CCDS26935;NM_008133
ENSMUST00000022343;Nudt13;20294722;20317578;14;CCDS36815;"NM_001359868; NM_026341; NM_001359870"
ENSMUST00000022344;Ecd;20319852;20348121;14;CCDS26842;NM_027475
ENSMUST00000022345;Dnajc9;20384638;20388910;14;CCDS26844;NM_134081
ENSMUST00000022358;Zswim8;20707552;20723619;14;CCDS36820;NM_027996
ENSMUST00000022380;Psmc6;45329788;45349705;14;CCDS26974;NM_025959
ENSMUST00000022429;Arf4;26638074;26657258;14;CCDS26881;NM_007479
ENSMUST00000022446;Eaf1;31494399;31509858;14;CCDS26914;NM_028932
ENSMUST00000022451;Capn7;31336638;31371984;14;CCDS26911;"NM_001360187; NM_009796"
ENSMUST00000022458;Bap1;31251450;31259944;14;CCDS26910;NM_027088
ENSMUST00000022496;Kpna3;61365211;61439874;14;CCDS36942;NM_008466
ENSMUST00000022507;Pspc1;56720710;56778316;14;CCDS27151;NM_025682
ENSMUST00000022518;Eef1akmt1;57549597;57571612;14;CCDS27157;NM_026526
ENSMUST00000022528;Pinx1;63860364;63919855;14;CCDS27205;NM_028228
ENSMUST00000022535;Dcp1a;30479612;30527063;14;CCDS36848;NM_133761
ENSMUST00000022538;Mrpl57;57826234;57829296;14;CCDS27161;NM_026401
ENSMUST00000022543;Micu2;57916261;57999262;14;CCDS27163;NM_028643
ENSMUST00000022544;Hmbox1;64811600;64949850;14;CCDS84149;NM_001347627
ENSMUST00000022553;Cab39l;59440981;59548903;14;CCDS27171;"NM_026908; NM_001360593; NM_001360592"
ENSMUST00000022563;Mtmr6;60265228;60302370;14;CCDS27176;NM_144843
ENSMUST00000022577;Zc3h13;75284373;75344426;14;CCDS27278;NM_026083
ENSMUST00000022585;Gpalpp1;76086236;76110760;14;CCDS27283;NM_026177
ENSMUST00000022586;Nufip1;76110891;76137379;14;CCDS27284;NM_013745
ENSMUST00000022601;Wbp4;79459937;79481520;14;CCDS27300;NM_018765
ENSMUST00000022609;Elp3;65530449;65593075;14;CCDS56965;NM_001253812
ENSMUST00000022614;Ccdc25;65837302;65866607;14;CCDS27217;NM_145944
ENSMUST00000022623;Trim35;66297031;66311424;14;CCDS27221;NM_029979
ENSMUST00000022634;Bnip3l;66985239;67008877;14;CCDS27227;NM_009761
ENSMUST00000022690;Fam160b2;70583296;70599835;14;CCDS49537;NM_194345
ENSMUST00000022696;Xpo7;70664818;70766554;14;CCDS36974;NM_023045
ENSMUST00000022705;Med4;73510025;73518545;14;CCDS49538;NM_026119
ENSMUST00000022720;Fbxl3;103080239;103099554;14;CCDS27315;"NM_001360341; NM_015822; NM_001360342"
ENSMUST00000022728;Gpr180;118137158;118163261;14;CCDS27333;NM_021434
ENSMUST00000022734;Dnajc3;118937976;118981697;14;CCDS37012;NM_008929
ENSMUST00000022766;Tox4;52279146;52296401;14;CCDS36920;NM_023434
ENSMUST00000022786;4931414P19Rik;54583663;54605993;14;CCDS27094;NM_028890
ENSMUST00000022791;Fbxo4;3965445;3979573;15;CCDS27359;NM_134099
ENSMUST00000022815;Ngdn;55015454;55024137;14;CCDS36928;NM_026890
ENSMUST00000022842;Cct5;31590800;31601804;15;CCDS27411;NM_007637
ENSMUST00000022849;Tars;11382301;11399665;15;CCDS27385;NM_033074
ENSMUST00000022855;Brix1;10474779;10485947;15;CCDS37042;NM_026396
ENSMUST00000022865;Mtdh;34082719;34145624;15;CCDS27415;NM_026002
ENSMUST00000022901;Rrm2b;37923952;37961103;15;CCDS27437;"NM_199476; NM_001357022; NM_001357023"
ENSMUST00000022908;Slc25a32;39091231;39112716;15;CCDS27443;NM_172402
ENSMUST00000022909;Dcaf13;39112865;39146856;15;CCDS37066;NM_198606
ENSMUST00000022927;Rad21;51962240;51991747;15;CCDS27463;NM_009009
ENSMUST00000022946;Rida;34484021;34495255;15;CCDS27418;NM_008287
ENSMUST00000022960;Eif3e;43250058;43282719;15;CCDS27452;NM_008388
ENSMUST00000022962;Emc2;43477229;43527763;15;CCDS27453;NM_025736
ENSMUST00000022964;Ebag9;44619591;44641026;15;CCDS27457;NM_019480
ENSMUST00000022993;Derl1;57869502;57892448;15;CCDS27484;NM_024207
ENSMUST00000023019;Trmu;85879320;85897392;15;CCDS27726;NM_028063
ENSMUST00000023029;L3mbtl2;81663889;81688315;15;CCDS27669;NM_145993
ENSMUST00000023036;Rbx1;81466296;81476369;15;CCDS49676;NM_019712
ENSMUST00000023040;Slc25a17;81318911;81360812;15;CCDS27666;NM_011399
ENSMUST00000023043;Adsl;80948490;80970946;15;CCDS27664;NM_009634
ENSMUST00000023048;Mief1;80234018;80253371;15;CCDS27661;"NM_178719; NM_001357659"
ENSMUST00000023050;Tab1;80133127;80161707;15;CCDS27659;NM_025609
ENSMUST00000023061;Josd1;79674251;79687919;15;CCDS27647;NM_028792
ENSMUST00000023062;Tomm22;79670861;79673400;15;CCDS27646;NM_172609
ENSMUST00000023064;Cby1;79659199;79667660;15;CCDS27645;NM_028634
ENSMUST00000023086;Smdt1;82345954;82349090;15;CCDS27688;NM_026914
ENSMUST00000023100;Srebf2;82147181;82205379;15;CCDS27683;NM_033218
ENSMUST00000023113;Polr3h;81915029;81926240;15;CCDS27676;NM_030229
ENSMUST00000023117;Phf5a;81864520;81871911;15;CCDS27674;NM_026737
ENSMUST00000023150;1810013L24Rik;8830100;8858922;16;CCDS49756;NM_001081400
ENSMUST00000023157;Anks3;4941436;4964173;16;CCDS27928;NM_028301
ENSMUST00000023165;Crebbp;4081328;4213997;16;CCDS27915;NM_001025432
ENSMUST00000023189;Glyr1;5013909;5049863;16;CCDS27930;NM_028720
ENSMUST00000023211;Sharpin;76347040;76351111;15;CCDS37121;NM_025340
ENSMUST00000023217;Bop1;76452989;76477277;15;CCDS27570;NM_013481
ENSMUST00000023219;Fbxl6;76535721;76538735;15;CCDS49653;NM_013909
ENSMUST00000023220;Slc52a2;76538832;76544608;15;CCDS27575;NM_029643
ENSMUST00000023231;Tsta3;75924683;75929753;15;CCDS27555;NM_031201
ENSMUST00000023283;Lmf2;89351004;89355659;15;CCDS27746;NM_178919
ENSMUST00000023343;Atg3;45158785;45188538;16;CCDS28194;NM_026402
ENSMUST00000023344;Slc35a5;45139573;45158706;16;CCDS28193;"NM_028756; NM_001356453"
ENSMUST00000023352;Prkdc;15637889;15842235;16;CCDS27978;NM_011159
ENSMUST00000023357;Fopnl;14299244;14317375;16;CCDS27973;NM_025345
ENSMUST00000023363;Rrn3;13780713;13814839;16;CCDS27968;NM_001039521
ENSMUST00000023365;Bfar;13671858;13703612;16;CCDS27966;NM_025976
ENSMUST00000023391;Mrpl40;18872018;18876862;16;CCDS28030;NM_010922
ENSMUST00000023396;Pmm2;8637674;8657531;16;CCDS27941;NM_016881
ENSMUST00000023426;Cldnd1;58727910;58734251;16;CCDS28234;
ENSMUST00000023431;Tbc1d23;57168862;57231504;16;CCDS28228;NM_026254
ENSMUST00000023432;Nit2;57156665;57167332;16;CCDS37363;NM_023175
ENSMUST00000023444;Lztr1;17508688;17526333;16;CCDS37272;NM_025808
ENSMUST00000023449;Snap29;17405986;17430827;16;CCDS28001;NM_023348
ENSMUST00000023455;Ppil2;17086555;17111257;16;CCDS27993;"NM_001252444; NM_001356386; NM_144954"
ENSMUST00000023457;Senp5;31962506;32003163;16;CCDS28111;
ENSMUST00000023460;Ncbp2;31948513;31958472;16;CCDS28110;NM_026554
ENSMUST00000023467;Pak2;32016290;32079342;16;CCDS28112;NM_177326
ENSMUST00000023489;Fyttd1;32877781;32908875;16;CCDS28125;NM_027226
ENSMUST00000023502;Snx4;33251444;33300269;16;CCDS28129;NM_080557
ENSMUST00000023507;Gsk3b;38089001;38246084;16;CCDS28163;NM_019827
ENSMUST00000023510;Umps;33954782;33967038;16;CCDS28136;NM_009471
ENSMUST00000023525;Gtf2e1;37509790;37539789;16;CCDS28160;"NM_001355727; NM_028812"
ENSMUST00000023561;Senp2;22009484;22049269;16;CCDS28065;"NM_029457; NM_001357424"
ENSMUST00000023580;Usp25;77013706;77116780;16;CCDS28275;NM_013918
ENSMUST00000023608;Atp5j;84827871;84835625;16;CCDS28283;"NM_001302214; NM_001302216; NM_001302215; NM_016755"
ENSMUST00000023630;Psmg1;95979933;95990960;16;CCDS28352;NM_019537
ENSMUST00000023707;Sod1;90220754;90226329;16;CCDS37395;NM_011434
ENSMUST00000023749;Tmbim6;99392882;99410049;15;CCDS37201;NM_026669
ENSMUST00000023759;Smarcd1;99702129;99713991;15;CCDS37204;NM_031842
ENSMUST00000023761;Cox14;99725618;99728136;15;CCDS37205;NM_183256
ENSMUST00000023762;Cers5;99735592;99772601;15;CCDS27830;NM_028015
ENSMUST00000023769;Atf1;100227819;100261244;15;CCDS27832;NM_007497
ENSMUST00000023813;Tarbp2;102518459;102523676;15;CCDS27886;NM_009319
ENSMUST00000023828;Rttn;88971790;89131016;18;CCDS29390;NM_175542
ENSMUST00000023830;Nus1;52417547;52440183;10;CCDS23841;NM_030250
ENSMUST00000023867;Rfc2;134582690;134601805;5;CCDS19722;NM_020022
ENSMUST00000023869;Denr;123907175;123928835;5;CCDS39275;NM_026603
ENSMUST00000023873;Prmt5;54507187;54517525;14;CCDS27091;"NM_001313907; NM_001313906; NM_013768"
ENSMUST00000023882;Sympk;19024377;19054617;7;CCDS52051;NM_026605
ENSMUST00000023913;Wrb;96145407;96157852;16;CCDS28354;NM_207301
ENSMUST00000024042;Creld2;88819646;88826683;15;CCDS27733;NM_029720
ENSMUST00000024078;March5;37207543;37222151;19;CCDS29776;NM_027314
ENSMUST00000024123;Agap3;24452177;24502047;5;CCDS19122;NM_139153
ENSMUST00000024470;Ogfod2;124112297;124115483;5;CCDS19672;NM_025671
ENSMUST00000024486;Mrps23;88204388;88211507;11;CCDS25227;"NM_024174; NM_001291270"
ENSMUST00000024636;Fgfr1op;8165540;8196475;17;CCDS28380;NM_201230
ENSMUST00000024717;Tbc1d5;50733124;51179168;17;CCDS37650;"NM_001285993; NM_028162"
ENSMUST00000024727;Cdc5l;45391884;45433737;17;CCDS37627;NM_152810
ENSMUST00000024733;Aars2;45506841;45520843;17;CCDS28809;NM_198608
ENSMUST00000024734;Mrpl14;45686322;45698495;17;CCDS28815;NM_026732
ENSMUST00000024739;Hsp90ab1;45567775;45573271;17;CCDS28812;NM_008302
ENSMUST00000024761;Fbxl17;63057452;63500017;17;CCDS50162;NM_015794
ENSMUST00000024766;Rrp36;46667458;46674255;17;CCDS37639;NM_144857
ENSMUST00000024779;Usp49;47630690;47686738;17;CCDS28852;NM_198421
ENSMUST00000024783;Bysl;47599331;47611492;17;CCDS50132;NM_016859
ENSMUST00000024802;Ppil1;29250803;29264186;17;CCDS28593;NM_026845
ENSMUST00000024816;Cmtr1;29660595;29705979;17;CCDS37539;NM_028791
ENSMUST00000024817;Rnf8;29614790;29644991;17;CCDS37538;NM_021419
ENSMUST00000024869;Spast;74339013;74391115;17;CCDS50181;NM_001162870
ENSMUST00000024870;Slc30a6;74395608;74424221;17;CCDS37691;NM_144798
ENSMUST00000024873;Yipf4;74489493;74500277;17;CCDS28971;NM_026417
ENSMUST00000024882;Ttc27;74717732;74863570;17;CCDS28972;NM_152817
ENSMUST00000024885;Cebpz;78919006;78937066;17;CCDS28981;NM_001024806
ENSMUST00000024887;Ndufaf7;78937136;78947499;17;CCDS28982;NM_028611
ENSMUST00000024905;Ralbp1;65848418;65884954;17;CCDS37678;NM_001198949
ENSMUST00000024957;Pigf;86997256;87025406;17;CCDS29011;NM_008838
ENSMUST00000024959;Cript;87025550;87035810;17;CCDS29012;NM_019936
ENSMUST00000025014;Mrpl28;26123500;26126613;17;CCDS37509;NM_024227
ENSMUST00000025050;Nudt3;27579382;27623495;17;CCDS28566;NM_019837
ENSMUST00000025053;Mllt1;56892611;56935415;17;CCDS28918;NM_022328
ENSMUST00000025077;Mtpap;4375592;4397330;18;CCDS37718;NM_026157
ENSMUST00000025109;Sap130;31634383;31723061;18;CCDS57117;NM_172965
ENSMUST00000025137;Thoc1;9957906;9995489;18;CCDS37733;NM_153552
ENSMUST00000025170;Wdr46;33940660;33949697;17;CCDS28637;NM_020603
ENSMUST00000025178;Vps52;33955812;33967035;17;CCDS37574;NM_172620
ENSMUST00000025183;Ring1;34020792;34024680;17;CCDS50070;NM_009066
ENSMUST00000025204;Pfdn1;36403676;36454524;18;CCDS29152;NM_026027
ENSMUST00000025208;Dnajc18;35671103;35703121;18;CCDS29148;NM_029669
ENSMUST00000025215;Sil1;35266396;35498929;18;CCDS29140;NM_030749
ENSMUST00000025218;Etf1;34902785;34932007;18;CCDS29137;NM_144866
ENSMUST00000025241;Ercc3;32240300;32270151;18;CCDS29118;NM_133658
ENSMUST00000025243;Iws1;32067741;32104328;18;CCDS29115;NM_173441
ENSMUST00000025246;Csnk2b;35116198;35121286;17;CCDS28684;NM_009975
ENSMUST00000025250;Bag6;35135178;35147322;17;CCDS28688;NM_057171
ENSMUST00000025253;Prrc2a;35149076;35164897;17;CCDS37596;"NM_001199044; NM_020027"
ENSMUST00000025264;Wdr33;31804098;31907397;18;CCDS29112;NM_028866
ENSMUST00000025270;Riok3;12128741;12157387;18;CCDS29062;NM_024182
ENSMUST00000025278;Mrpl27;94653767;94660089;11;CCDS25263;NM_053161
ENSMUST00000025292;Dhx16;35879819;35892670;17;CCDS28710;NM_026987
ENSMUST00000025293;Ndfip1;38418969;38464839;18;CCDS37789;NM_022996
ENSMUST00000025305;Mrps18b;35910379;35916389;17;CCDS28712;NM_025878
ENSMUST00000025350;Dcp2;44380527;44424969;18;CCDS50275;NM_027490
ENSMUST00000025364;Yipf5;40203896;40219429;18;CCDS29207;NM_023311
ENSMUST00000025385;Hsd17b4;50128201;50196269;18;CCDS29242;NM_008292
ENSMUST00000025393;Smad4;73639009;73703780;18;CCDS29337;NM_008540
ENSMUST00000025394;Sec11c;65800515;65817684;18;CCDS29309;NM_025468
ENSMUST00000025406;Srfbp1;52465693;52491931;18;CCDS37819;NM_026040
ENSMUST00000025418;Psmg2;67641599;67654162;18;CCDS29324;NM_134138
ENSMUST00000025420;Ptpn2;67665512;67724588;18;CCDS37851;NM_008977
ENSMUST00000025421;Seh1l;67774876;67795487;18;CCDS50312;NM_001039088
ENSMUST00000025439;Me2;73769903;73815438;18;CCDS29339;NM_145494
ENSMUST00000025444;Cxxc1;74216131;74221493;18;CCDS50320;NM_028868
ENSMUST00000025474;Napg;62977831;62999450;18;CCDS29295;NM_028017
ENSMUST00000025490;Prrc1;57354741;57392956;18;CCDS37825;NM_028447
ENSMUST00000025503;Isoc1;58659466;58680368;18;CCDS29265;NM_025478
ENSMUST00000025505;Dctn4;60526201;60558766;18;CCDS37832;"NM_001357462; NM_026302"
ENSMUST00000025506;Rbm22;60560736;60572810;18;CCDS29272;NM_025776
ENSMUST00000025515;Tmx3;90510154;90543267;18;CCDS37879;NM_198295
ENSMUST00000025546;Cndp2;84667465;84685702;18;CCDS29383;NM_023149
ENSMUST00000025547;Timm21;84946191;84951524;18;CCDS29386;NM_025969
ENSMUST00000025568;Tmem138;10570478;10577362;19;CCDS29581;NM_028411
ENSMUST00000025570;Sdhaf2;10500534;10525115;19;CCDS29578;NM_025333
